SIGNNAME,BOROUGH,CLASS,ACRES,latitude,longitude
Isabahlia Community Garden,B,PARK,0.06,40.66583882742541,-73.91623392456913
Surfside Multi-Cultural Garden Coalition,B,PARK,0.687,40.57352691948848,-73.9947053907584
South Brooklyn Children's Garden,B,PARK,0.083,40.685262611122944,-74.00289726875987
Chelsea Green,M,PARK,0.23,40.74159310428192,-73.99605825461104
Mosholu Playground,X,PARK,0.412,40.872476056493994,-73.88284396219673
The Painter's Playground,Q,PARK,1.699,40.7205628912082,-73.86003396372237
Osborn Playground,B,PARK,1.9,40.65573832399727,-73.90594605129648
P.S. 279 Playground,B,PARK,0.23,40.64460400969971,-73.89332294657568
Lydia's Magic Garden (El Girasol Magic Garden),M,PARK,0.104,40.80008443745664,-73.94220473507738
Pier 42,M,PARK,7.782,40.71006643681758,-73.98217356589377
Rocket Playground,Q,PARK,1.052,40.670667817629756,-73.84627851275506
Barnhill Square,X,PARK,0.009,40.86810790165029,-73.89967798462308
Garden Of Life,X,PARK,0.183,40.843508461336576,-73.90795363975384
Rev. T. Wendell Foster Park and Recreation Center,X,PARK,15.049,40.83277446837234,-73.92420722008596
Duke Park,B,PARK,0.137,40.66682140556067,-73.89324764153118
Haviland Playground,X,PARK,0.84,40.82904299372866,-73.85861719640853
Gonzalo Plasencia Playground,B,PARK,1.236,40.652585255378796,-74.00842337818521
Blake Hobbs Playground,M,PARK,1,40.78880665136305,-73.94419808153255
Washington Square Park,M,PARK,9.749,40.730891093292854,-73.9976029451662
Greenpoint Playground,B,PARK,0.504,40.73573152786252,-73.95901615863124
Seabury Playground,X,PARK,0.186,40.836488244376845,-73.88787060479834
Fountain Of Youth Playground,X,PARK,1.375,40.81399150713516,-73.90525561967743
Spring Creek Park,B,PARK,2.203,40.640387404007875,-73.87867471262021
Lewis H Latimer House,Q,PARK,0.319,40.76607226087966,-73.82952047058626
Sheepshead Bay Piers,B,PARK,1.22,40.58333920045962,-73.94471526875274
Tudor Malls,Q,PARK,0.137,40.674031944178196,-73.85220568206067
South Gate Mall,Q,PARK,0.145,40.67320994268528,-73.75858886308488
John V. Lindsay East River Park,M,PARK,45.88,40.716987894531314,-73.97532680713718
Rockaway Beach Boardwalk,Q,PARK,376.2,40.58115974262607,-73.81464005049833
John Golden Park,Q,PARK,17,40.77388742261028,-73.76823526418623
Queensway,Q,PARK,0.032,40.70841195932319,-73.85665647909426
Tudor Park,Q,PARK,13.543,40.6726227163465,-73.85212945645144
City Line Park,B,PARK,6.05,40.679481800196896,-73.87492274394819
P.S. 29 Ballfield,X,PARK,1.107,40.82158602009792,-73.91612335028859
Old Place Creek Park,R,PARK,44.733,40.63065755953352,-74.19203790120736
Belt Parkway/Shore Parkway,B,PARK,760.43,40.617324562623246,-73.91734604317195
Hands and Heart Garden,B,PARK,0.614,40.66105970173573,-73.89555072433684
Yolanda García Park,X,PARK,1.075,40.8231039195952,-73.91380830139495
Know Waste Lands,B,PARK,0.097,40.69781928964669,-73.92594768429004
Synergi Urban Garden UCFP,X,PARK,0.336,40.829286416257396,-73.89115037701653
Hattie Carthan Community Garden,B,PARK,0.809,40.68981889558764,-73.94854149327537
Brownsville Green,B,PARK,0.025,40.66871766296545,-73.92121652516245
Dimattina Playground,B,PARK,0.52,40.680748802968694,-74.00206164452484
Park,B,PARK,0.017,40.67159180881096,-73.91436803752777
Rudd Playground,B,PARK,1.278,40.68336391175824,-73.90537989720532
Morgan Playground,X,PARK,0.782,40.83227429565773,-73.90743530514261
"Martin Luther King, Jr. Playground",M,PARK,1,40.80020822520671,-73.95038949635448
Crescent Beach Park,R,PARK,111.53,40.53272939463579,-74.14698907435239
Fort Washington Park,M,PARK,184.143,40.85135024246458,-73.94256091235356
The Big Park,R,PARK,3.014,40.63080957473521,-74.16451275187522
Alley Athletic Playground,Q,PARK,27.531,40.73968236445921,-73.73610518635488
Linnaeus Park,Q,PARK,2.066,40.75380562384284,-73.75074435222857
Sutter Ballfields,B,PARK,1.836,40.67115826945886,-73.88757357821409
Father Macris Park,R,PARK,13.469,40.616624281613404,-74.16163406340281
Samuel H. Young Park,X,PARK,1.285,40.841646932629764,-73.83875841342525
Chappetto Square,Q,PARK,1.226,40.77501587817913,-73.92239115797138
Bill Rainey Park,X,PARK,7.738,40.818789211635355,-73.89749507508758
Park,R,PARK,0.184,40.53851877317509,-74.18890041448303
Joseph Rodman Drake Park & Enslaved African Burial Ground,X,PARK,2.49,40.81026272606568,-73.88253043593932
Admiral Farragut Playground,X,PARK,1.359,40.84295236359078,-73.89177483378519
Park,X,PARK,0.759,40.84454771057752,-73.90202282135577
Park,X,PARK,0.511,40.84407728812319,-73.89807072508168
Boone Slope,X,PARK,0.03,40.83718540545485,-73.88237941220719
Park,X,PARK,0.138,40.83431470566254,-73.86557181462483
Chief Dennis L. Devlin Park,X,PARK,0.52,40.83196133993182,-73.85465501275512
Freeman Garden,X,PARK,0.05,40.829604485354146,-73.89110695766803
Beatty Plaza,X,PARK,0.1,40.83154223690566,-73.90177299765755
Freeman Triangle,X,PARK,0.016,40.82932031507181,-73.8879177237487
Franklin Memorial Garden,X,PARK,0.12,40.82628451397045,-73.90527317381151
Cottages Hill New Brighton Park,R,PARK,2.057,40.63939963372802,-74.08952306937006
Bradhurst Gardens Association,M,PARK,0.046,40.827268441524055,-73.93905145814101
Park,B,PARK,0.002,40.638167368350274,-74.02074682343289
Playground One Thirty Four CXXXIV,X,PARK,1.95,40.80319279574734,-73.9175579933163
Park,X,PARK,0.023,40.84024611340075,-73.88532361832168
St. Luke's Park,X,PARK,0.401,40.80563735125872,-73.91538427617526
Hooper Grove,B,PARK,0.053,40.70797170700403,-73.95361833112456
West Harlem Piers,M,PARK,4.712,40.81970348482408,-73.96065973419297
Jones Woods Park,R,PARK,16.93,40.63717402671262,-74.09076504269649
Minetta Triangle,M,PARK,0.075,40.729867579598164,-74.00183630308678
Brant Point Wildlife Sanctuary,Q,PARK,19.693,40.598451899672035,-73.8031900854184
Peck Slip,M,PARK,0.187,40.7075711690436,-74.00138844158874
Park,Q,PARK,0.002,40.73104670005177,-73.87691243328301
Park,Q,PARK,0.004,40.72638309765514,-73.89079519731523
Frontera Park,Q,PARK,1.47,40.7246760620091,-73.89537079620791
Laurelton Community Garden of Resilience,Q,PARK,0.054,40.66358146312226,-73.76559693485663
Parkside Playground,X,PARK,0.817,40.868383753166505,-73.86802899006376
Park,X,PARK,0.008,40.8160479666321,-73.79871187923271
Park,M,PARK,2.13,40.79937361768735,-73.92949085851818
Ferris Family Burial Plot,X,PARK,0.133,40.83884926587731,-73.84220303777953
Father Giorgio Triangle,B,PARK,0.067,40.71626016836037,-73.94990341098129
Flood Triangle,X,PARK,0.072,40.858354017451674,-73.89089453749337
Challenge Playground,Q,PARK,2.035,40.756622958962,-73.72796350956297
Colden Playground,Q,PARK,1.466,40.770241881152096,-73.82723735682039
Ocean Breeze Park,R,PARK,136.568,40.58615636983939,-74.07859322520515
Ramon Aponte Park,M,PARK,0.174,40.76144787375693,-73.98935059930903
Clinton Community Garden,M,PARK,0.35,40.762779321585235,-73.99173386935244
Thomas J. Cuite Park,B,PARK,0.487,40.654236052067446,-73.97865637708749
Todd Triangle,B,PARK,0.035,40.672055775282146,-74.00870008471576
Carlos R. Lillo Park,Q,PARK,0.099,40.7706334415902,-73.89358786650142
Judge Angelo Graci Triangle,Q,PARK,0.25,40.674461362754684,-73.85865610716628
Freedom Square Playground,Q,PARK,0.327,40.72322946969901,-73.82028249118669
Hackett Park,X,PARK,1,40.90138504270489,-73.90548105323384
Crosson Park,Q,PARK,0.094,40.742940024280664,-73.895904009963
Park,Q,PARK,0.011,40.742041185369395,-73.8970612147305
Woodtree Playground,Q,PARK,1.033,40.777525409516365,-73.90236952904364
Patricia A. Brackley Park,Q,PARK,0.157,40.58139736801972,-73.84577716205544
Hoover - Manton Playgrounds,Q,PARK,5.2,40.71147246818106,-73.82123044665784
Norelli-Hargreaves Playground,Q,PARK,1.427,40.69017933630385,-73.80873758473342
Eight Oaks Triangle,Q,PARK,0.045,40.70723448463622,-73.82712918397742
Garden,B,PARK,0.091,40.57328526270706,-73.99406001111726
George Washington Carver Botanical Garden,Q,PARK,0.057,40.69247831228953,-73.79457759874353
Flushing Greens,Q,PARK,0.421,40.763630401488,-73.82930913661491
Triangle 90,Q,PARK,0.006,40.748264105970264,-73.87648174483635
Triborough Bridge Playground B,Q,PARK,1.295,40.77461889490506,-73.92307114279588
Concerned Residents of Barbey Street,B,PARK,0.052,40.67419112600309,-73.88774926614315
Park,R,PARK,0.006,40.54352168730884,-74.18274995374009
Park,B,PARK,1.08,40.66637115454115,-73.99600476689966
Park,R,PARK,5.848,40.53618082904529,-74.18935097556584
NYC AIDS Memorial Park at St. Vincent’s Triangle,M,PARK,0.382,40.73719957616862,-74.0011780265006
North Shore Esplanade,R,PARK,0.731,40.64711784545678,-74.08889910129216
Bell Tower Park,X,PARK,0.5,40.88925676454381,-73.90839547930358
Park at Beach 108 Street,Q,PARK,13.826,40.58375997915875,-73.83449265346079
Park,Q,PARK,0.002,40.725791701656,-73.88975088833908
Park,R,PARK,0.113,40.61183308672718,-74.11310830000923
Cypress Hills Playground,B,PARK,4.947,40.67044369573473,-73.87168119273417
Liotti Ikefugi Playground,R,PARK,0.408,40.63874794835847,-74.08389879795153
Brooklyn's Finest Garden,B,PARK,0.058,40.68125492924907,-73.96191497282148
Owl's Head Park,B,PARK,24.218,40.64014251403479,-74.03225028126538
Tappen Park,R,PARK,1.777,40.62681067275752,-74.07687567003414
John E. White Park,R,PARK,0.918,40.607579822251125,-74.06313632222292
Ingram Woods,R,PARK,3.77,40.609178142135036,-74.13661204964471
Keltch Park,X,PARK,0.287,40.8405019478338,-73.91779647069004
Throgs Neck Park,X,PARK,0.444,40.83397895007034,-73.8280305186711
Harlem Grown 127th Street Learning Annex,M,PARK,0.033,40.809457208972795,-73.9460435654411
Saratoga Farm,B,PARK,0.181,40.678764017594,-73.91601568053217
Park,Q,PARK,0.704,40.581843876511726,-73.85091446503704
Cuyler Gore Park,B,PARK,1.158,40.68565766805487,-73.97193239407505
Manor Park,R,PARK,1.78,40.58870248106941,-74.1269926818102
William Simmons Community Garden Club,Q,PARK,0.599,40.701632767526874,-73.78303299866624
Campos Garden,M,PARK,0.119,40.72725096460041,-73.97757131516417
Clinton Community Garden (LES),M,PARK,0.06,40.72001042781606,-73.98445743139524
Fort Hill Park,R,PARK,0.845,40.64109069762625,-74.08171819252946
Edgecombe Park,M,PARK,0.112,40.826556001280345,-73.94207543536629
5th St Slope Garden,M,PARK,0.096,40.72360606318702,-73.98086121118781
Firemen's Memorial Garden,M,PARK,0.169,40.72426040386693,-73.97796795286705
Detective Joseph Mayrose Park,B,PARK,1.314,40.661483922800045,-73.98766379393639
Park,B,PARK,0.312,40.69802591967634,-73.98573098655137
Travis Triangle,Q,PARK,0.221,40.76683450481427,-73.81309866552186
Sergeant Colyer Square,Q,PARK,0.104,40.674899652874956,-73.8056573214614
Macri Triangle,B,PARK,0.57,40.7143869574758,-73.9520913872763
Leonard Square,Q,PARK,0.06,40.7641164838541,-73.80984186919805
Corporal Ruoff Square,Q,PARK,0.084,40.68050192196342,-73.8446789430936
Ruoff Triangle,Q,PARK,0.054,40.68252669242624,-73.85272410857196
Monsignor Raul Del Valle Square,X,PARK,0.42,40.82073477626149,-73.89074517809351
Glendale Veterans Triangle,Q,PARK,0.005,40.70184959776649,-73.88084912483149
John Vincent Daniels Jr. Square,Q,PARK,0.254,40.74415157205584,-73.91342870563102
Park,B,PARK,0.003,40.68224923426537,-74.00263013870138
Queens Village Veterans Plaza,Q,PARK,0.32,40.71804635236499,-73.73585409927844
Elizabeth Stroud Playground,B,PARK,0.29,40.67966221417729,-73.93108986827154
Carolina Garden,M,PARK,0.063,40.80268041110742,-73.9399669376221
William F Moore Park,Q,PARK,0.196,40.74366498730316,-73.8554477178916
Sleight Family Graveyard,R,PARK,0.231,40.55638793124817,-74.21260920080944
Richmond Terrace Cemetery,R,PARK,0.124,40.63929737502009,-74.1209343550638
Kingdom Pond Park,R,PARK,4.22,40.52543495335602,-74.18494128156317
Lopez Playground,R,PARK,1.115,40.611486668966926,-74.08505419512527
Linwood Street Garden (Pagan's Garden),B,PARK,0.082,40.67105844670652,-73.88205427245848
Naples Playground,R,PARK,3.466,40.602523154210054,-74.09001421896532
Briarwood Playground,Q,PARK,1.29985643,40.71032788816536,-73.81101318039693
Cedar Grove Playground,Q,PARK,0.619,40.736161178129805,-73.82447014412399
Ten Eyck Playground,B,PARK,1.004,40.708853662860925,-73.93878967397355
Happy Warrior Playground,M,PARK,1.7,40.795484732752094,-73.96859605430656
Park Avenue Malls,M,PARK,0.65,40.74864653350594,-73.98020095366685
Marcus Garvey Tenant's Assoc. Garden,B,PARK,0.23,40.66938023403992,-73.91619739813079
Sparrow's Nest Community Garden,Q,PARK,0.205,40.740335806232665,-73.85908873369495
McCarren Park,B,PARK,36.493,40.72085749479434,-73.9518420532824
Planeview Park,Q,PARK,1.035,40.76732683198355,-73.88439153028808
Walter Gladwin Park,X,PARK,15,40.845271625950524,-73.89524472381602
Midland Malls,Q,PARK,1.803,40.71714592797886,-73.78411476248753
Hutchinson River Parkway,X,PARK,229.14,40.848273887211555,-73.83342746053113
Preston Community Garden,B,PARK,0.058,40.672079697986355,-73.92068000887643
Alameda Malls,Q,PARK,0.553,40.76462104722025,-73.74233458341018
Flushing Meadows Corona Park,Q,PARK,870.761,40.74291511234498,-73.8415421710369
Livonia Park,B,PARK,0.918,40.663938090273106,-73.90199792037065
Nakks Malls,Q,PARK,0.185,40.708295527922274,-73.74234763549586
Park,X,PARK,0.025,40.82848210585364,-73.84230495731043
East River Walk,M,PARK,3.089,40.765501735033276,-73.95162295933883
Barone Triangle,B,PARK,0.15,40.62006472896757,-73.90743321140465
Flatbush Mall,B,PARK,0.02,40.629756859430536,-73.9603291212217
Petrosino Square,M,PARK,0.047,40.72171229153847,-73.99743854608997
Dorothy K. McGowan Memorial Garden,M,PARK,0.045,40.83402540768933,-73.94226347853018
Saw Mill Creek Marsh,R,PARK,181.923,40.609337553914635,-74.19148157641737
Brinkerhoff Mall,Q,PARK,0.396,40.695752465377666,-73.78217617502874
Long Island Mews,Q,PARK,0.323,40.73609745670017,-73.89020357986236
Young Park,X,PARK,0.44,40.8398439937843,-73.87087520567647
Watson Gleason Playground,X,PARK,3.301,40.828441780966266,-73.86896398138548
Beach Channel Park,Q,PARK,12.624,40.58207244935897,-73.84255737868207
Tribeca Park,M,PARK,0.32,40.72020179891049,-74.00557940193352
Park,B,PARK,0.983,40.65604141836179,-73.87546840794953
Alexander Grey Triangle,Q,PARK,0.01,40.795179921945895,-73.81375050885728
Crocheron Park,Q,PARK,45.79,40.77153237349188,-73.76755296863078
Powell's Cove Park,Q,PARK,59.629,40.79025377763177,-73.83517938436026
Park,Q,PARK,0.02,40.754721365069656,-73.77590827560125
Barry Plaza,X,PARK,0.09,40.84311087527195,-73.90482171163356
Park,B,PARK,0.004,40.62030643819836,-74.02337173040388
Park,Q,PARK,0.003,40.669539199477704,-73.84692246711077
O'Brien Oval,X,PARK,0.232,40.84787926412723,-73.90131087734272
Garden,X,PARK,0.095,40.82848997554393,-73.90625336773414
Maritcha R. Lyons Park,B,PARK,0.233,40.700767931508835,-73.98637747592538
Park Avenue Malls,M,PARK,0.23,40.76227061424246,-73.97026973081505
Abe Lebewohl Park,M,PARK,0.156,40.730039565246734,-73.98700900864011
Brooklyn Bridge Park,B,PARK,21.377,40.69771763631297,-73.9979857471367
Park,R,PARK,2.356,40.63717950471693,-74.07196486711622
Kissena Corridor Park,Q,PARK,100.873,40.74825132538387,-73.82346042661597
Henry Hudson Parkway,X,PARK,54.1,40.897417155652164,-73.90474099869238
Park,B,PARK,0.002,40.66581658532504,-73.99401539111183
Garden,Q,PARK,0.07,40.676163201821026,-73.7985836740897
Fairview Park,R,PARK,42.6,40.531121282674135,-74.23067600477582
North Brother Island,X,PARK,30.395,40.800933223792455,-73.89839497534577
Black Joy Farm,X,PARK,0.098,40.82198036822129,-73.89257168937229
Harlem Grown 134th Street Green House,M,PARK,0.068,40.81393084190357,-73.94311456950402
Park,B,PARK,0.047,40.70115972297291,-73.98758827544295
Catherine Scott Promenade,X,PARK,0.53,40.855125357058554,-73.79152861627634
Mercer Playground,M,PARK,0.446,40.72762600194629,-73.99628353857631
Park,Q,PARK,0.009,40.663675370722466,-73.81191558332294
Horsebrook Island,Q,PARK,0.03,40.73590801698174,-73.87253682872407
Barrett Triangle,R,PARK,0.159,40.641791946757465,-74.0758410628877
Samuel Goldberg Triangle,B,PARK,0.015,40.61112769367755,-73.97724337152441
Claremont Park,X,PARK,38.536,40.84045873043789,-73.90743694067463
University Malls,X,PARK,0.743,40.8486087475103,-73.9180674309886
Jerome Slope,X,PARK,0.764,40.83249812731246,-73.9259115917431
Corporal Wiltshire Square,B,PARK,0.051,40.61086975929542,-73.95322049775442
Tribute Park,Q,PARK,0.83,40.58209678095423,-73.83908010082058
Garlinge Triangle,Q,PARK,0.008,40.7283589330049,-73.89088343101042
Harlem River Park,M,PARK,0.351,40.803632124606395,-73.93091882538894
Ryan Triangle,X,PARK,0.22,40.8153697706079,-73.92435040397844
Jacob Riis Triangle,Q,PARK,0.005,40.701968139405835,-73.8349415780118
Wald Playground,M,PARK,0.525,40.71969034463496,-73.97688215009501
Park,X,PARK,0.031,40.844486953425154,-73.92010231269506
Hot Spot Tot Lot,B,PARK,0.322,40.63104228221931,-73.95671567637952
Heckscher Playground,B,PARK,1.24,40.69511490619718,-73.91826823368274
Brooklyn Heights Promenade,B,PARK,0.04,40.694966091751795,-73.99846514276025
Mt. Carmel Triangle,B,PARK,0.102,40.71584252081898,-73.95166847276589
Sitting Area,B,PARK,0.93,40.65267739366889,-73.97684248834227
Badame Sessa Triangle,B,PARK,0.067,40.71715880287194,-73.94844602823207
Classon Triangle,B,PARK,0.206,40.69922101626627,-73.96108141292947
Father Demo Square,M,PARK,0.247,40.730235210397595,-74.00213977770703
Sixteen Oaks Grove,Q,PARK,0.22,40.75851535011003,-73.93835081862429
Straus Square,M,PARK,0.12,40.714216888876095,-73.98994261675726
El Flamboyan Garden,X,PARK,0.402,40.81362441199804,-73.90562728214239
Sedgwick Playground,X,PARK,1.054,40.845701618206846,-73.92338813643373
Abigail Playground,X,PARK,0.529,40.81731386934779,-73.90464194438732
Brust Park,X,PARK,1.79,40.88989619571485,-73.903871498589
Abingdon Square,M,PARK,0.222,40.737335466892965,-74.00542725399086
Mosaic Success Garden,X,PARK,0.286,40.84053012992278,-73.92542565922743
Little Claremont Playground,X,PARK,0.549,40.83877624821691,-73.90375467056491
Henry Hudson Park,X,PARK,8.972,40.881329453397804,-73.91996278052696
Van Cortlandt's Tail,X,PARK,0.35,40.88609135943046,-73.89970879163387
Muller Triangle,X,PARK,0.04,40.862505001667934,-73.89812894723738
Park,X,PARK,0.013,40.838293649356494,-73.91261711296022
Mott Playground,X,PARK,0.977,40.831279894862654,-73.91473314368044
Jardin De La Familia,X,PARK,0.32,40.83797865211736,-73.90355865663241
Jackson Square,M,PARK,0.227,40.73892763926322,-74.00284391797462
Palmer Inlet,X,PARK,7.49,40.84366123587635,-73.81629911531581
Project Eden,Q,PARK,0.108,40.71620403274498,-73.85764656139985
Wilson Playground,B,PARK,1.606,40.6426547240126,-73.89482959392885
Murray Playground,Q,PARK,2.524,40.747228700830064,-73.9488225044396
Jerzee Triangle,B,PARK,0.008,40.588650777343986,-73.94715485418435
Gasoline Alley,X,PARK,0.667,40.860731838820556,-73.91379612574035
North 5th Street Pier and Park,B,PARK,3.083,40.7208913280055,-73.96439884968004
Spring Creek Park Addition,Q,PARK,50.436,40.658564933972734,-73.85926579372726
Spring Creek Park,B,PARK,54.963,40.65956869226021,-73.86228888847695
Ahearn Park,M,PARK,0.094,40.714782067311624,-73.98351916800368
Featherbenches,X,PARK,0.213,40.84542740089216,-73.91451732519606
Park,X,PARK,0.5,40.88289297784453,-73.91528044726013
Bergen Triangle,X,PARK,0.21,40.854742419678516,-73.90132524306124
Peace Park,X,PARK,0.141,40.84518420626602,-73.90517148732478
Townsend Walk,X,PARK,0.037,40.84596225389053,-73.91298078850546
Grand Central Parkway Extension,Q,PARK,233.073,40.756807875230514,-73.85537117265704
Dante Park,M,PARK,0.142,40.77181128603566,-73.98254357207708
East River Esplanade,M,PARK,8.595,40.78964981075758,-73.93631947078634
Jackie Robinson Parkway,Q,PARK,72.75,40.69972192530009,-73.86423069277586
Park,X,PARK,0.041,40.84475326058144,-73.91700902291126
Amelia Gorman Park,M,PARK,1.89,40.85570483814665,-73.93241220786246
Hallets Cove Playground,Q,PARK,5.84399754,40.77283325114136,-73.93598828114068
Jamaica Bay Park,Q,PARK,149.54,40.61786796566678,-73.76867783530383
Udall's Park Preserve,Q,PARK,44.44,40.77476379629004,-73.74458808758192
Rainey Park,Q,PARK,8.09,40.766334287496505,-73.94082278621214
Grand Army Plaza,B,PARK,14.257,40.67394359069329,-73.97012923929249
Rockaway Freeway,Q,PARK,9.404,40.591802448440205,-73.7951178671733
Flatbush Malls,B,PARK,0.8,40.63255470554225,-73.96085968174283
Jackie Robinson Park Playground,B,PARK,1.774,40.68023244147475,-73.92775523955011
Behagen Playground,X,PARK,3.348,40.825302466349726,-73.90140801779499
Jackson Forest Garden,X,PARK,0.18,40.82814362783278,-73.90248216994931
Jardin de la Roca,X,PARK,0.227,40.822966161747374,-73.91288880019331
Wishing Well Garden,X,PARK,0.351,40.819498967385556,-73.8986313067921
Archie Spigner Park,Q,PARK,10.79,40.69304017573202,-73.7793156813167
Rockaway Beach and Boardwalk,Q,PARK,498.154,40.58860104353835,-73.77613283593135
Leif Ericson Park,B,PARK,16.8,40.6333396441155,-74.0159586403878
Recreational Area,M,PARK,23.093,40.830398389345724,-73.95207324842421
Rappaport Playground,B,PARK,1.148,40.63697479616258,-74.00069006208022
MHBA Living Laboratory,B,PARK,0.14,40.66422038030068,-73.91097273183634
Goodhue Park,R,PARK,26.532,40.636187081704804,-74.09678490643954
El Batey Borincano Garden,X,PARK,0.17,40.82070296225359,-73.90931561801013
Arverne East Nature Preserve,Q,PARK,32.86,40.59147707997881,-73.78111648322708
Rockaway Beach and Boardwalk,Q,PARK,3.809,40.592935930862104,-73.75329914321063
Deere Park,R,PARK,39.13085296,40.60606030306028,-74.10927742454523
Fox Park,X,PARK,0.94,40.81491001875944,-73.89850306820242
Meredith Woods,R,PARK,15.368,40.59746550943753,-74.19512077845378
Kingsborough Houses Pacific Playground,B,PARK,0.333,40.67615870420875,-73.92688740340365
Haffen Park,X,PARK,9.238,40.87368315314253,-73.83916585251487
Tompkins Square Park,M,PARK,10.502,40.72645206134827,-73.98171294109305
Straus Park,M,PARK,0.072,40.801746919231725,-73.96817560408007
Verdi Square,M,PARK,0.095,40.77918338110159,-73.98149219356854
Hart to Hart,B,PARK,0.332,40.693109742826465,-73.94728896721878
Hoe Garden,X,PARK,0.23,40.82264006076542,-73.89009617387914
Worth Square,M,PARK,0.269,40.74270994915295,-73.98897484935029
Adam Clayton Powell Jr. Malls,M,PARK,1.679,40.813087492681746,-73.94532084698415
Dr. Gertrude B. Kelly Playground,M,PARK,0.525,40.74165486420069,-74.0020076812128
Luther Gulick Park,M,PARK,1.451,40.71588426826601,-73.98185707249387
Gertrude Ederle Recreation Center,M,PARK,0.69,40.77129359615542,-73.98872926914727
Jack Breininger Park,Q,PARK,3.4,40.725827897172344,-73.72897475874419
St. Catherine's Park,M,PARK,1.383,40.76519440811823,-73.9587213701814
Kissena Corridor Park,Q,PARK,45.937,40.74159938753059,-73.78152032886865
Ocean Parkway Malls,B,PARK,140,40.612012295674404,-73.96906116622804
Catharine Turner Richardson Park,Q,PARK,0.101,40.768250784830165,-73.74718234661823
Hempstead Ballfield,Q,PARK,1.94,40.71074306211186,-73.72876839506269
College Point Fields,Q,PARK,26.83,40.77652747566268,-73.83712404886919
Monsignor Crawford Field,B,PARK,2.291,40.61431389917799,-73.91643032641159
Austin J. McDonald Playground,R,PARK,1.352,40.62960776767714,-74.11525422759789
Jerome Playground South,X,PARK,0.345,40.84483607615161,-73.91382026863957
Pulaski Park,X,PARK,1.45,40.805242311628454,-73.92456568955679
Pelham Bay Little League,X,PARK,1.26,40.84157629984992,-73.8393442184391
St. Nicholas Park,M,PARK,22.74,40.817271401711395,-73.94881942949497
LaGuardia Landing Lights,Q,PARK,1.993,40.765862366098844,-73.88683522103324
Rev J Polite Playground,X,PARK,1.815,40.82708228352684,-73.89703082343576
St. Vartan Park,M,PARK,2.759,40.7452416367785,-73.97394953031613
Oriental Garden,B,PARK,0.191,40.673765862547185,-73.88735449517115
Harris Garden,M,PARK,0.109,40.82971450838749,-73.94211760919863
Maple Woods,R,PARK,0.765,40.6111244383973,-74.08815377819305
Park,Q,PARK,1.14,40.592491942260864,-73.75941774035222
Joan Of Arc Park,M,PARK,1.578,40.79415016000784,-73.97652089469115
Dawson Playground,X,PARK,0.743,40.81969432071414,-73.89830781879664
Fairmount Playground,X,PARK,0.47,40.84277947525183,-73.88958619837958
Park,X,PARK,0.897,40.844282510959545,-73.8990628703184
Park,X,PARK,0.083,40.83792002727356,-73.87860828087837
St. Lawrence Triangle,X,PARK,0.14,40.83497186309866,-73.86779029684192
Havemeyer Playground,X,PARK,0.442,40.829902473419835,-73.84785926466188
Hines Park,X,PARK,0.383,40.828602046473684,-73.90565538429607
Park,X,PARK,0.017,40.8451370494307,-73.90353947469298
Triangle Three Sixteen,B,PARK,0.28,40.66732710401003,-73.9950305250214
Broadway Malls,M,PARK,2.198,40.826846082624925,-73.95014840027754
Park,B,PARK,0.008,40.638661661376325,-74.02170486716808
Haven Avenue,M,PARK,1.38,40.84833817206412,-73.94280102216615
Rock Garden Park,X,PARK,0.977,40.83528197290769,-73.88511447004817
Model T Senior Citizen's Garden,X,PARK,0.272,40.830962795134425,-73.894052360884
Park,X,PARK,0.06,40.82518578428818,-73.90805991206548
Park,X,PARK,0.027,40.841266766378084,-73.88718188719707
Alley Pond Park,Q,PARK,635.514,40.753610128609964,-73.7468638598062
Bushwick Inlet Park,B,PARK,35.533,40.723989876824355,-73.9606146823695
Roger Morris Park,M,PARK,1.524,40.83449855924366,-73.93847678990298
Vesuvio Playground,M,PARK,0.635,40.725392048216776,-74.00257971901624
J. Hood Wright Park,M,PARK,6.699,40.8465340055667,-73.94125433985072
Graham Triangle,X,PARK,0.126,40.81068379178503,-73.92749907249467
Marcus Garvey Square,X,PARK,1.395,40.8775049160618,-73.86647123270173
Latham Park,Q,PARK,0.025,40.74187971129326,-73.89796917627666
Sutton Place Park,M,PARK,0.268,40.75669331660852,-73.9602107577748
Bushman Steps,M,PARK,0.08,40.832132052515334,-73.94028661405319
Dubos Point Wildlife Sanctuary,Q,PARK,53.298,40.60078195411703,-73.79100051549341
Ralph Demarco Park,Q,PARK,5.82,40.78459643357947,-73.91730065143705
Shooters Island,R,PARK,34.689,40.64269947894282,-74.15843957631459
Luke J. Lang Square,Q,PARK,0.001,40.718568030497046,-73.90242039953093
Park,Q,PARK,0.005,40.73095074376028,-73.91798761617558
Park,Q,PARK,0.006,40.73353441937612,-73.92009699956199
Sitting Area,Q,PARK,0.047,40.72849063864668,-73.88698260317943
Sitting Area,Q,PARK,0.09,40.72629732760127,-73.88899653324934
South Brother Island,X,PARK,21.10936646,40.796544850787306,-73.89718228899176
Crowley Playground,Q,PARK,1.633,40.72956158218396,-73.87961116785036
Matthews Muliner Playground,X,PARK,1.02,40.846915615476405,-73.86150089255239
Newtown Barge Playground,B,PARK,6.235,40.73591986944389,-73.96096724673625
Bennett Rest,M,PARK,3.567,40.857420441849015,-73.9373082977249
